Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"MAT2B","Methionine Adenosyltransferase 2B","Protein Coding","41","GC05P163504","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAT2B"
"FKBP10","FKBP Prolyl Isomerase 10","Protein Coding","41","GC17P041812","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP10"
"GNG5","G Protein Subunit Gamma 5","Protein Coding","41","GC01M084498","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNG5"
"GORASP1","Golgi Reassembly Stacking Protein 1","Protein Coding","41","GC03M039096","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GORASP1"
"GOLGA2","Golgin A2","Protein Coding","41","GC09M128255","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLGA2"
"EXOSC8","Exosome Component 8","Protein Coding","41","GC13P036998","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC8"
"ERP44","Endoplasmic Reticulum Protein 44","Protein Coding","41","GC09M099979","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERP44"
"EIF4E2","Eukaryotic Translation Initiation Factor 4E Family Member 2","Protein Coding","41","GC02P232550","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4E2"
"NUP88","Nucleoporin 88","Protein Coding","41","GC17M005451","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP88"
"OS9","OS9 Endoplasmic Reticulum Lectin","Protein Coding","41","GC12P057693","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OS9"
"RNF41","Ring Finger Protein 41","Protein Coding","41","GC12M056202","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF41"
"UPF1","UPF1 RNA Helicase And ATPase","Protein Coding","41","GC19P018831","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UPF1"
"STC2","Stanniocalcin 2","Protein Coding","41","GC05M173314","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STC2"
"POLA2","DNA Polymerase Alpha 2, Accessory Subunit","Protein Coding","41","GC11P065315","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLA2"
"SMOC1","SPARC Related Modular Calcium Binding 1","Protein Coding","41","GC14P069854","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMOC1"
"REEP5","Receptor Accessory Protein 5","Protein Coding","41","GC05M112876","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REEP5"
"SLC44A2","Solute Carrier Family 44 Member 2","Protein Coding","41","GC19P010602","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC44A2"
"NUP210","Nucleoporin 210","Protein Coding","41","GC03M016910","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP210"
"PCSK6","Proprotein Convertase Subtilisin/Kexin Type 6","Protein Coding","41","GC15M107497","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK6"
"PDE4DIP","Phosphodiesterase 4D Interacting Protein","Protein Coding","41","GC01P148808","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE4DIP"
"RAB14","RAB14, Member RAS Oncogene Family","Protein Coding","41","GC09M121178","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB14"
"RAB8A","RAB8A, Member RAS Oncogene Family","Protein Coding","41","GC19P016111","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB8A"
"NDUFAF2","NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 2","Protein Coding","41","GC05P060945","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF2"
"MOV10","Mov10 RISC Complex RNA Helicase","Protein Coding","41","GC01P112673","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOV10"
"RAB18","RAB18, Member RAS Oncogene Family","Protein Coding","41","GC10P027504","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB18"
"SIL1","SIL1 Nucleotide Exchange Factor","Protein Coding","41","GC05M138957","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIL1"
"ATE1","Arginyltransferase 1","Protein Coding","40","GC10M121740","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATE1"
"ANO6","Anoctamin 6","Protein Coding","40","GC12P045215","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANO6"
"HOOK1","Hook Microtubule Tethering Protein 1","Protein Coding","40","GC01P059814","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOOK1"
"GRPEL1","GrpE Like 1, Mitochondrial","Protein Coding","40","GC04M007060","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRPEL1"
"GIGYF2","GRB10 Interacting GYF Protein 2","Protein Coding","40","GC02P232698","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIGYF2"
"ERGIC1","Endoplasmic Reticulum-Golgi Intermediate Compartment 1","Protein Coding","40","GC05P172834","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERGIC1"
"CWC27","CWC27 Spliceosome Associated Cyclophilin","Protein Coding","40","GC05P064768","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CWC27"
"AATF","Apoptosis Antagonizing Transcription Factor","Protein Coding","40","GC17P036948","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AATF"
"ALG11","ALG11 Alpha-1,2-Mannosyltransferase","Protein Coding","40","GC13P052012","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALG11"
"BZW2","Basic Leucine Zipper And W2 Domains 2","Protein Coding","40","GC07P016646","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BZW2"
"CEP250","Centrosomal Protein 250","Protein Coding","40","GC20P035455","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP250"
"CRTC3","CREB Regulated Transcription Coactivator 3","Protein Coding","40","GC15P090529","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRTC3"
"TOR1AIP1","Torsin 1A Interacting Protein 1","Protein Coding","40","GC01P179882","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOR1AIP1"
"SRP19","Signal Recognition Particle 19","Protein Coding","40","GC05P112862","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRP19"
"SRP72","Signal Recognition Particle 72","Protein Coding","40","GC04P056466","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRP72"
"STOM","Stomatin","Protein Coding","40","GC09M121338","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STOM"
"PITRM1","Pitrilysin Metallopeptidase 1","Protein Coding","40","GC10M003138","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PITRM1"
"SNIP1","Smad Nuclear Interacting Protein 1","Protein Coding","40","GC01M037534","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNIP1"
"PSMD8","Proteasome 26S Subunit, Non-ATPase 8","Protein Coding","40","GC19P038374","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD8"
"LARP1","La Ribonucleoprotein 1, Translational Regulator","Protein Coding","39","GC05P154682","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LARP1"
"HECTD1","HECT Domain E3 Ubiquitin Protein Ligase 1","Protein Coding","39","GC14M031100","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HECTD1"
"EXOSC5","Exosome Component 5","Protein Coding","39","GC19M046803","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC5"
"CEP135","Centrosomal Protein 135","Protein Coding","39","GC04P055948","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP135"
"CLCC1","Chloride Channel CLIC Like 1","Protein Coding","39","GC01M108946","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCC1"
"ALG5","ALG5 Dolichyl-Phosphate Beta-Glucosyltransferase","Protein Coding","39","GC13M036949","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALG5"
"TUBGCP2","Tubulin Gamma Complex Associated Protein 2","Protein Coding","39","GC10M133278","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBGCP2"
"VPS39","VPS39 Subunit Of HOPS Complex","Protein Coding","39","GC15M042159","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS39"
"REEP6","Receptor Accessory Protein 6","Protein Coding","39","GC19P001491","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REEP6"
"SDF2","Stromal Cell Derived Factor 2","Protein Coding","39","GC17M031083","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDF2"
"MRPS25","Mitochondrial Ribosomal Protein S25","Protein Coding","39","GC03M016929","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS25"
"MRPS2","Mitochondrial Ribosomal Protein S2","Protein Coding","39","GC09P135499","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS2"
"SLC30A7","Solute Carrier Family 30 Member 7","Protein Coding","39","GC01P100896","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A7"
"DDX10","DEAD-Box Helicase 10","Protein Coding","38","GC11P108569","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX10"
"INHBE","Inhibin Subunit Beta E","Protein Coding","38","GC12P057452","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INHBE"
"LMAN2","Lectin, Mannose Binding 2","Protein Coding","38","GC05M177493","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMAN2"
"JAKMIP1","Janus Kinase And Microtubule Interacting Protein 1","Protein Coding","38","GC04M006026","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAKMIP1"
"GCC2","GRIP And Coiled-Coil Domain Containing 2","Protein Coding","38","GC02P108432","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCC2"
"GOLGA7","Golgin A7","Protein Coding","38","GC08P041467","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLGA7"
"CEP68","Centrosomal Protein 68","Protein Coding","38","GC02P065056","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP68"
"DDX21","DExD-Box Helicase 21","Protein Coding","38","GC10P068956","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX21"
"AP2A2","Adaptor Related Protein Complex 2 Subunit Alpha 2","Protein Coding","38","GC11P000924","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP2A2"
"CHPF","Chondroitin Polymerizing Factor","Protein Coding","38","GC02M219538","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHPF"
"TBCA","Tubulin Folding Cofactor A","Protein Coding","38","GC05M077691","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBCA"
"TUBGCP3","Tubulin Gamma Complex Associated Protein 3","Protein Coding","38","GC13M112485","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBGCP3"
"NINL","Ninein Like","Protein Coding","38","GC20M025452","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NINL"
"NUP54","Nucleoporin 54","Protein Coding","38","GC04M076114","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP54"
"NPTX1","Neuronal Pentraxin 1","Protein Coding","38","GC17M080466","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPTX1"
"MDN1","Midasin AAA ATPase 1","Protein Coding","38","GC06M089642","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDN1"
"UGGT2","UDP-Glucose Glycoprotein Glucosyltransferase 2","Protein Coding","38","GC13M095801","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGGT2"
"SUN2","Sad1 And UNC84 Domain Containing 2","Protein Coding","38","GC22M048522","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUN2"
"THTPA","Thiamine Triphosphatase","Protein Coding","38","GC14P026310","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THTPA"
"TIMM9","Translocase Of Inner Mitochondrial Membrane 9","Protein Coding","38","GC14M058408","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMM9"
"TIMM8B","Translocase Of Inner Mitochondrial Membrane 8 Homolog B","Protein Coding","38","GC11M112084","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMM8B"
"PPIL3","Peptidylprolyl Isomerase Like 3","Protein Coding","38","GC02M200870","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIL3"
"SLU7","SLU7 Homolog, Splicing Factor","Protein Coding","38","GC05M160401","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLU7"
"NUTF2","Nuclear Transport Factor 2","Protein Coding","38","GC16P067846","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUTF2"
"MPHOSPH10","M-Phase Phosphoprotein 10","Protein Coding","38","GC02P071130","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPHOSPH10"
"MTCH1","Mitochondrial Carrier 1","Protein Coding","38","GC06M047040","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTCH1"
"COLGALT1","Collagen Beta(1-O)Galactosyltransferase 1","Protein Coding","37","GC19P017555","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COLGALT1"
"CNTRL","Centriolin","Protein Coding","37","GC09P121074","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTRL"
"INTS4","Integrator Complex Subunit 4","Protein Coding","37","GC11M077878","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS4"
"GOLGB1","Golgin B1","Protein Coding","37","GC03M121663","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLGB1"
"ERLEC1","Endoplasmic Reticulum Lectin 1","Protein Coding","37","GC02P053786","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERLEC1"
"DCAKD","Dephospho-CoA Kinase Domain Containing","Protein Coding","37","GC17M045023","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCAKD"
"CHPF2","Chondroitin Polymerizing Factor 2","Protein Coding","37","GC07P151232","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHPF2"
"ATP13A3","ATPase 13A3","Protein Coding","37","GC03M194402","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP13A3"
"ZNF318","Zinc Finger Protein 318","Protein Coding","37","GC06M047133","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF318"
"MRPS5","Mitochondrial Ribosomal Protein S5","Protein Coding","37","GC02M096124","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS5"
"PLEKHA5","Pleckstrin Homology Domain Containing A5","Protein Coding","37","GC12P019129","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHA5"
"PDZD11","PDZ Domain Containing 11","Protein Coding","37","GC0XM070286","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDZD11"
"PLEKHF2","Pleckstrin Homology And FYVE Domain Containing 2","Protein Coding","37","GC08P095133","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHF2"
"ZDHHC5","Zinc Finger DHHC-Type Palmitoyltransferase 5","Protein Coding","37","GC11P057670","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZDHHC5"
"FKBP7","FKBP Prolyl Isomerase 7","Protein Coding","36","GC02M178463","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP7"
"GCC1","GRIP And Coiled-Coil Domain Containing 1","Protein Coding","36","GC07M127580","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCC1"
"GOLGA3","Golgin A3","Protein Coding","36","GC12M132768","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLGA3"
"DCAF7","DDB1 And CUL4 Associated Factor 7","Protein Coding","36","GC17P063550","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCAF7"
"EDEM3","ER Degradation Enhancing Alpha-Mannosidase Like Protein 3","Protein Coding","36","GC01M184690","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDEM3"
"AAR2","AAR2 Splicing Factor","Protein Coding","36","GC20P036236","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AAR2"
"EMC1","ER Membrane Protein Complex Subunit 1","Protein Coding","36","GC01M019215","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMC1"
"TRIM59","Tripartite Motif Containing 59","Protein Coding","36","GC03M160432","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM59"
"UBAP2L","Ubiquitin Associated Protein 2 Like","Protein Coding","36","GC01P154219","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBAP2L"
"ZNF503","Zinc Finger Protein 503","Protein Coding","36","GC10M075280","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF503"
"USP54","Ubiquitin Specific Peptidase 54","Protein Coding","36","GC10M073497","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP54"
"TIMM10","Translocase Of Inner Mitochondrial Membrane 10","Protein Coding","36","GC11M069078","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMM10"
"TIMM10B","Translocase Of Inner Mitochondrial Membrane 10B","Protein Coding","36","GC11P006482","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMM10B"
"SBNO1","Strawberry Notch Homolog 1","Protein Coding","36","GC12M123289","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SBNO1"
"NSD2","Nuclear Receptor Binding SET Domain Protein 2","Protein Coding","36","GC04P001872","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSD2"
"QSOX2","Quiescin Sulfhydryl Oxidase 2","Protein Coding","36","GC09M136206","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QSOX2"
"SCCPDH","Saccharopine Dehydrogenase (Putative)","Protein Coding","36","GC01P246724","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCCPDH"
"ZC3H7A","Zinc Finger CCCH-Type Containing 7A","Protein Coding","36","GC16M011750","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H7A"
"CEP350","Centrosomal Protein 350","Protein Coding","35","GC01P179955","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP350"
"MIPOL1","Mirror-Image Polydactyly 1","Protein Coding","35","GC14P037197","0.965649724006653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIPOL1"
