Drug,Accession,CID
CHEMBL489148,P00533,44576151
DL-DOPA,P00533,836
caffeic acid,P00533,689043
Tyrphostin deriv. 71,P00533,5328835
benzylidenemalononitrile (BMN) deriv. 5,P00533,5328782
NSC275408,P00533,321779
benzylidenemalononitrile (BMN) deriv. 33,P00533,5328790
Tyrphostin deriv. 23,P00533,5328759
benzylidenemalononitrile (BMN) deriv. 37,P00533,5328794
Furfurylidenemalononitrile,P00533,18606
benzylidenemalononitrile (BMN) deriv. 31,P00533,5328789
ZINC00190060,P00533,746495
AC1LTEZM,P00533,1558661
benzylidenemalononitrile (BMN) deriv. 32,P00533,720879
NSC94958,P00533,5328810
benzylidenemalononitrile (BMN) deriv. 40,P00533,5328797
NSC638132,P00533,1550166
4-Cyanobenzylidenemalononitrile,P00533,37583
benzylidenemalononitrile (BMN) deriv. 70,P00533,5328815
Tyrphostin deriv. 11,P00533,5328749
p-Hydroxybenzylidene malonic acid,P00533,519420
benzylidenemalononitrile (BMN) deriv. 38,P00533,5328795
benzylidenemalononitrile (BMN) deriv. 2,P00533,282723
(P-METHOXYBENZYLIDENE)MALONONITRILE,P00533,2063
NSC637327,P00533,367524
Tyrphostin deriv. 12,P00533,5328750
Tyrphostin deriv. 13,P00533,5328751
p-Hydroxycinnamonitrile,P00533,5328811
Tyrphostin deriv. 14,P00533,5328752
(2e)-2-cyano-3-(4-methoxyphenyl)acrylic acid,P00533,736236
NSC638135,P00533,1550170
alpha-Cyanocinnamate,P00533,643159
Hydroxycinnamic acid,P00533,637542
CHEMBL1290073,P00533,52942446
CHEMBL1290178,P00533,52942862
4-Hydroxybenzyl malononitrile,P00533,5613
Marein,P00533,6441269
Dihydronaringenin,P00533,4788
Traubenzucker,P01574,107526
Traubenzucker,P01574,5793
Traubenzucker,P01574,5793
Traubenzucker,P01574,107526
galactopyranoside,P01574,439353
Mannose,P01574,185698
FUCOSE,P01574,439554
Ketoprophene,P10145,3825
Levalbuterol hydrochloride,P10145,123601
SIMVASTATIN,P10145,54454
Epsilcapramine,P10145,564
ZILEUTON,P10145,60490
LEVALBUTEROL HYDROCHLORIDE,P10145,2083
Dichlofenac,P10145,3033
CHEMBL427739,P10145,18546352
CHEMBL570538,P10145,45269905
CHEMBL553416,P10145,45269050
CHEMBL29804,P10145,13409348
CHEMBL549974,P10145,45269894
Lopac-K-1751,P10145,180540
CHEMBL552258,P10145,45270722
CHEMBL569366,P10145,45272452
CHEMBL77981,P10145,14076674
Indomethacinum,P10145,3715
CHEMBL549973,P10145,45269893
levibuprofen,P10145,114864
Tolmetine,P10145,5509
CHEMBL77823,P10145,13752584
CHEMBL30038,P10145,15581854
CHEMBL541236,P10145,14762946
CHEMBL559389,P10145,45269044
CHEMBL549975,P10145,45269895
2-Anilinophenylacetic acid,P10145,854057
CHEMBL552464,P10145,18546323
m-Benzoylphenylacetic acid,P10145,30931
2-Phenoxyphenylacetic acid,P10145,141222
Dytransin,P10145,15250
CHEMBL555601,P10145,22218600
CHEMBL260968,P10145,13309832
CHEMBL565032,P10145,45268160
()-oxazepam hemisuccinate sodium salt,P10145,44357218
()-oxazepam hemisuccinate sodium salt,P10145,44357152
()-oxazepam hemisuccinate sodium salt,P10145,44357219
()-oxazepam hemisuccinate sodium salt,P10145,44356950
()-oxazepam hemisuccinate sodium salt,P10145,44356856
()-oxazepam hemisuccinate sodium salt,P10145,44357143
()-oxazepam hemisuccinate sodium salt,P10145,44356879
()-oxazepam hemisuccinate sodium salt,P10145,44356951
()-oxazepam hemisuccinate sodium salt,P10145,44357137
()-oxazepam hemisuccinate sodium salt,P10145,44357153
()-oxazepam hemisuccinate sodium salt,P10145,44357054
()-oxazepam hemisuccinate sodium salt,P10145,44357055
()-oxazepam hemisuccinate sodium salt,P10145,44357142
()-oxazepam hemisuccinate sodium salt,P10145,44357138
Fludarabine monophosphate,P42224,30751
CHEMBL412549,P42224,16730520
ISS834,P42224,24768183
CHEMBL393817,P42224,24768185
CHEMBL234465,P42224,24768188
S3I-M2001,P42224,24768190
CHEMBL234817,P42224,24768189
S1155_Selleck,P42224,252682
CHEMBL438852,P42224,24768186
CHEMBL392556,P42224,9870708
CHEMBL234466,P42224,24768184
CHEMBL398067,P42224,24768187
Trihydroxypropane,P01308,753
Monohydroxybenzene,P01308,996
Metacresol,P01308,342
Hydroxyacetanilide,P01308,1983
Dihydroxybenzol,P01308,5054
Sklerofibrat,P02741,39042
PHOSPHORYLCHOLINE,P02741,7886
Phosphorylcholine,P02741,1014
Atorvastatin,P02741,60823
HEXYL 3-DEOXY-ALPHA-L-RIBO-HEXOPYRANOSIDE,P16442,448294
URIDINE DIPHOSPHATE,P16442,6031
URIDINE-DIPHOSPHATE-N-ACETYLGALACTOSAMINE,P16442,445675
Uridinediphosphogalactose,P16442,18068
H TYPE II TRISACCHARIDE,P16442,5288910
H TYPE I TRISACCHARIDE,P16442,5459363
BETA-METHYLLACTOSIDE,P16442,121942
FUCOSE,P16442,439554
GALACTOSE GREASE,P16442,5326972
"2-HEXYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,4,5-TRIOL",P16442,447027
DB03507,P19438,4470566
ZINC05030581,P19438,3631514
CHEMBL357092,P19438,44367072
CHEMBL150292,P19438,44366791
CHEMBL356012,P19438,44366777
CHEMBL151203,P19438,44366441
CHEMBL356830,P19438,44367057
CHEMBL150886,P19438,44366838
CHEMBL423208,P19438,44366472
CHEMBL146955,P19438,44366518
CHEMBL151686,P19438,44366424
CHEMBL150992,P19438,44366886
CHEMBL359348,P19438,44366887
CHEMBL345772,P19438,44366776
CHEMBL355913,P19438,44366437
CHEMBL151752,P19438,44366282
"5-(1H-indol-3-ylmethylidene)-1,3-bis(2-methylphenyl)-2-sulfanylidene-1,3-d",P19438,5338154
CHEMBL263418,P19438,22025531
CHEMBL151578,P19438,44366482
CHEMBL39656,P19438,44285107
CHEMBL37663,P19438,21041603
CHEMBL39896,P19438,44285106
"1,3-diethyl-5-(1H-indol-3-ylmethylidene)-2-sulfanylidene-1,3-diazinane-4,6",P19438,6163493
CHEMBL37662,P19438,44284944
CHEMBL290167,P19438,10413405
ZINC05869630,P19438,5998054
CHEMBL39798,P19438,44285165
CHEMBL345771,P19438,44366774
CHEMBL150870,P19438,44367098
ZINC00752213,P19438,5331376
CHEMBL149958,P19438,44366481
CHEMBL36371,P19438,22025550
CHEMBL38312,P19438,22025545
CHEMBL38233,P19438,22025571
CHEMBL465465,P19438,44570553
CHEMBL35981,P19438,22025562
CHEMBL36742,P19438,44284899
CHEMBL285544,P19438,44284630
CHEMBL39400,P19438,22025573
CHEMBL37200,P19438,44284904
CHEMBL449083,P19438,22025549
CHEMBL40731,P19438,22025555
CHEMBL435172,P19438,44284834
CHEMBL405035,P19438,44284664
CHEMBL290392,P19438,22025576
CHEMBL36771,P19438,22025560
CHEMBL37382,P19438,22025542
CHEMBL151153,P19438,44366867
CHEMBL151328,P19438,44367101
CHEMBL149465,P19438,44366837
CHEMBL39549,P19438,22025558
CHEMBL435770,P19438,44284843
CHEMBL40331,P19438,22025537
CHEMBL37120,P19438,22025583
CHEMBL287939,P19438,22025535
CHEMBL39783,P19438,44284836
CHEMBL416424,P19438,44284791
CHEMBL34980,P19438,22025565
CHEMBL37331,P19438,18171892
CHEMBL35697,P19438,22025589
CHEMBL40330,P19438,44284793
CHEMBL261943,P19438,22025540
CHEMBL37677,P19438,18171890
CHEMBL279582,P19438,22025587
CHEMBL40003,P19438,44284901
SMR000218154,P19438,917172
CHEMBL284503,P19438,44284788
CHEMBL290710,P19438,22025563
CHEMBL39558,P19438,22025568
CHEMBL288650,P19438,44284964
CHEMBL39624,P19438,44284819
CHEMBL39751,P19438,44284923
CHEMBL33897,P19438,22025572
CHEMBL36155,P19438,44284440
CHEMBL35999,P19438,22025564
CHEMBL39895,P19438,22025578
"5-[(5-bromothiophen-2-yl)methylidene]-1,3-diethyl-2-sulfanylidene-1,3-diaz",P19438,3641989
CHEMBL287786,P19438,22025534
CHEMBL481969,P19438,44570600
CHEMBL39359,P19438,9891755
CHEMBL36829,P19438,44284588
CHEMBL39401,P19438,44284792
CHEMBL357999,P19438,44366902
CHEMBL416415,P19438,22025548
ZINC04997375,P19438,5723044
CHEMBL38350,P19438,44285090
AC1O0JXF,P19438,6017999
"1-(2,4-dimethoxyphenyl)-3-(4-methoxyphenyl)prop-2-en-1-one",P19438,6063342
CHEMBL39561,P19438,22025566
CHEMBL39850,P19438,22025539
CHEMBL285700,P19438,18171887
ZINC04834708,P19438,6065576
CHEMBL38119,P19438,44284714
CHEMBL150675,P19438,44366779
CHEMBL36538,P19438,22025544
CHEMBL356815,P19438,44366849
CHEMBL284100,P19438,22025552
CHEMBL517647,P19438,44570554
ZINC00087570,P19438,5395810
4'-Methoxychalcone,P19438,641818
"1,3-diethyl-5-[(3-methylthiophen-2-yl)methylidene]-2-sulfanylidene-1,3-dia",P19438,4449347
CHEMBL36606,P19438,44284625
"3-(3,4-dimethoxyphenyl)-1-(4-methoxyphenyl)prop-2-en-1-one",P19438,5712095
CHEMBL435370,P19438,44284712
CHEMBL288927,P19438,21041609
CHEMBL481968,P19438,44570599
Benzylideneacetophenone,P19438,637760
"trans-4,4'-Difluorochalcone",P19438,5286094
ZINC04045841,P19438,5350510
CHEMBL357328,P19438,44367073
NSC635190,P19438,5850698
CHEMBL37197,P19438,44284903
CHEMBL39857,P19438,44284902
CHEMBL288726,P19438,44285094
CHEMBL36000,P19438,44284622
CHEMBL33952,P19438,44284668
NSC635191,P19438,6091793
alpha-Thioadenosine triphosphate,P54278,440317
Adenosindiphosphorsaeure,P54278,6022
Bilineurine,P28329,305
Cysteinesulfonic acid,P07711,72886
CHEMBL31788,P07711,10457653
CHEMBL287630,P07711,10346121
CHEMBL190121,P07711,44398651
"2-Cyano-pyrimidine, 16b",P07711,16108888
CHEMBL191558,P07711,44398741
CID 10187189,P07711,10165785
"2-Cyano-pyrimidine, 16c",P07711,16108901
"2-Cyano-pyrimidine, 17f",P07711,16108893
"2-Cyano-pyrimidine, 17a",P07711,16108890
SB-462795,P07711,6918602
CHEMBL492175,P07711,44566187
"2-Cyano-pyrimidine, 16e",P07711,16108902
"2-Cyano-pyrimidine, 17h",P07711,16108894
"2-Cyano-pyrimidine, 17j",P07711,16108895
"2-Cyano-pyrimidine, 17i",P07711,16108906
CHEMBL183812,P07711,44391474
CHEMBL341197,P07711,44356612
n-[(benzyloxy)carbonyl]-l-phenylalanyl-l-phenylalanine,P07711,114619
CHEMBL115394,P07711,44342482
AC1OJPCR,P07711,7272330
"2-Cyano-pyrimidine, 17e",P07711,16108904
CHEMBL177914,P07711,10456222
CHEMBL36146,P07711,44284219
CHEMBL134494,P07711,44356626
CHEMBL336591,P07711,44356399
CHEMBL136252,P07711,44357044
"2-Cyano-pyrimidine, 16a",P07711,16108900
"2-Cyano-pyrimidine, 17b",P07711,16108891
CHEMBL336415,P07711,44356377
CHEMBL521771,P07711,44566195
"2-Cyano-pyrimidine, 17g",P07711,16108905
Bio2_000267,P07711,6610323
CHEMBL342140,P07711,44356812
CHEMBL134751,P07711,44356676
CHEMBL134346,P07711,44356742
CHEMBL345048,P07711,44356847
CHEMBL137000,P07711,44356870
CHEMBL337102,P07711,44356830
CHEMBL335141,P07711,44356869
CHEMBL341577,P07711,44357071
CHEBI:324583,P07711,44356685
CHEMBL30401,P07711,44279712
AC1NR9VX,P07711,5287549
CHEMBL36904,P07711,15017709
CHEMBL122591,P07711,15296015
CHEMBL334443,P07711,44356637
CHEMBL137787,P07711,44356857
CHEMBL137368,P07711,44356925
CHEMBL48837,P07711,10075688
CID 11504819,P07711,11692372
"2-Cyano-pyrimidine, 17d",P07711,16108892
CHEMBL423173,P07711,44357070
CHEMBL132595,P07711,44356381
CHEMBL138275,P07711,44356815
CHEMBL334405,P07711,44356780
CHEMBL371420,P07711,44398649
Z-Leu-met-H,P07711,3082865
"2-Cyano-pyrimidine, 16d",P07711,16108889
CHEMBL342189,P07711,44356846
LHVS,P07711,23648296
CHEMBL171403,P07711,44382238
CHEMBL354132,P07711,44382950
CHEMBL169560,P07711,44382186
CHEMBL169448,P07711,44382187
CHEMBL140756,P07711,11080121
CHEMBL8796,P07711,10198366
CHEMBL135827,P07711,44356723
"arylaminoethyl amide, 5r",P07711,23648328
CHEMBL36969,P07711,44284304
CHEMBL124623,P07711,10433014
"arylaminoethyl amide, 5t",P07711,23648330
CHEMBL137142,P07711,44356859
"arylaminoethyl amide, 5g",P07711,23648317
"ketoamide, 2",P07711,10231379
CHEMBL161817,P07711,11767007
"arylaminoethyl amide, 5h",P07711,23648318
"arylaminoethyl amide, 7a",P07711,23648358
CHEMBL161651,P07711,11763189
CHEMBL526384,P07711,11663730
"2-Cyano-pyrimidine, 17c",P07711,16108903
CHEMBL518284,P07711,44584942
CHEMBL170242,P07711,44383413
"arylaminoethyl amide, 8h",P07711,23648351
CHEMBL354439,P07711,44383306
CHEMBL353725,P07711,10437715
CHEMBL203663,P07711,44408049
CT1,P07711,10062713
Azepan-3-one compound 1,P07711,5287468
Thiol protease inhibitor,P07711,123985
CHEMBL204277,P07711,10237771
e-64,P07711,439487
CHEMBL126122,P07711,9886751
CHEMBL31272,P07711,44279475
CHEMBL250720,P07711,23648290
CHEMBL114462,P07711,44343028
N-Benzyloxycarbonylphenylalanylalanine,P07711,152128
"ketone analog, 3k",P07711,23648438
"arylaminoethyl amide, 5k",P07711,23648321
CHEMBL103238,P07711,11028356
CHEMBL282602,P07711,44279771
CHEMBL523336,P07711,9895628
"arylaminoethyl amide, 5j",P07711,23648320
CHEMBL336228,P07711,9829646
"arylaminoethyl amide, 5f",P07711,23648316
CHEMBL251114,P07711,23648289
CHEMBL390474,P07711,16664855
Azepan-3-one compound 13,P07711,10143615
CHEMBL495098,P07711,44568672
CHEMBL251719,P07711,23648291
CHEMBL125553,P07711,44348963
arylaminoethyl amide deriv. 30,P07711,23648403
CHEMBL443319,P07711,23648294
CID 10187189,P07711,10187189
CHEMBL230474,P07711,24901099
Azepan-3-one compound 12,P07711,11685284
"arylaminoethyl amide, 5c",P07711,23648313
CHEMBL162474,P07711,11071803
"arylaminoethyl amide, 5i",P07711,23648319
"arylaminoethyl amide, 8n",P07711,11273375
CHEMBL135688,P07711,44356743
CHEMBL64604,P07711,44303344
CHEMBL292472,P07711,44303335
"dipeptidyl nitrile, 16c",P07711,23648424
CHEMBL77471,P07711,11082075
CHEMBL589280,P07711,46232805
CHEMBL342145,P07711,10949332
"arylaminoethyl amide, 1",P07711,23648310
CHEMBL132652,P07711,10716501
CHEMBL204276,P07711,23648299
CHEMBL372979,P07711,10287617
arylaminoethyl amide deriv. 29,P07711,23648402
"ketone analog, 3h",P07711,16655063
"ketone analog, 3j",P07711,23648437
CHEMBL493472,P07711,44568714
CHEMBL251117,P07711,23648295
CHEMBL1290084,P07711,50925524
CHEMBL417303,P07711,15547238
"nitrile dipeptide, 1",P07711,23648448
"arylaminoethyl amide, 5s",P07711,23648329
CHEMBL188865,P07711,11464526
Azepan-3-one compound 11,P07711,11635243
CHEMBL160000,P07711,11027472
CHEMBL601890,P07711,46232846
CHEMBL30356,P07711,44280172
CID 11656060,P07711,11656060
e-64,P07711,4641099
Balicatib,P07711,10201696
CHEMBL521987,P07711,44479635
CHEMBL1288523,P07711,42633341
Z-Phe-phe-chn2,P07711,5486921
CHEMBL276169,P07711,9964915
CHEMBL306503,P07711,11122768
CHEMBL169708,P07711,44382185
CHEMBL273229,P07711,10198752
"arylaminoethyl amide, 5l",P07711,23648322
CHEMBL161038,P07711,10886114
CID 11504819,P07711,11699507
CHEMBL600860,P07711,46232970
CHEMBL602934,P07711,46233011
CHEMBL498508,P07711,44587365
"arylaminoethyl amide, 3h",P07711,11200735
CHEMBL399361,P07711,15985754
CHEMBL249712,P07711,11453155
CHEMBL195505,P07711,44402952
CHEMBL264623,P07711,44319528
AC1L230M,P07711,65306
CHEMBL186062,P07711,11439739
"arylaminoethyl amide, 6",P07711,23648332
CHEMBL602093,P07711,46232848
CHEMBL275080,P07711,9816412
CID 10194354,P07711,10194354
CHEMBL183660,P07711,44391475
"arylaminoethyl amide, 8",P07711,23648334
"arylaminoethyl amide, 3b",P07711,23648345
CHEBI:43424,P07711,5288618
"dipeptidyl nitrile, 16f",P07711,11962098
CHEMBL601644,P07711,46232968
CHEMBL400728,P07711,23648284
CHEMBL521700,P07711,44568673
NVP-ABE854,P07711,5288616
CHEMBL477531,P07711,11761693
CHEMBL304918,P07711,44303389
CHEMBL31363,P07711,18395048
"piperidinone analogue, 27",P07711,10698950
CHEMBL281086,P07711,44279083
CHEMBL151457,P07711,44366470
CHEMBL135471,P07711,44356625
CHEMBL250589,P07711,44444205
CHEMBL603084,P07711,46233007
CHEMBL1288531,P07711,42633520
"arylaminoethyl amide, 3g",P07711,11418931
CHEMBL100482,P07711,11743922
"ketone analog, 3i",P07711,23648436
CHEMBL8547,P07711,9877581
CHEMBL8726,P07711,9877623
CHEMBL458482,P07711,44587939
CHEMBL398553,P07711,23648285
CHEMBL107495,P07711,44338218
CHEMBL185431,P07711,10179450
CHEMBL252582,P07711,44447664
CHEMBL134565,P07711,10853144
"dipeptidyl nitrile, 16g",P07711,23648427
CHEMBL116779,P07711,44343092
"Tripeptide derivative, 14",P07711,9918384
CHEMBL316864,P07711,10098422
"arylaminoethyl amide, 8l",P07711,23648355
CHEMBL415539,P07711,44366513
CHEMBL603085,P07711,46233009
CHEMBL250919,P07711,23648293
CHEMBL184859,P07711,10111943
CHEMBL341014,P07711,10216098
"arylaminoethyl amide, 8k",P07711,23648354
"arylaminoethyl amide, 3a",P07711,23644739
CHEMBL599998,P07711,46233010
CHEMBL514545,P07711,11532268
CHEMBL1288530,P07711,42635119
CHEMBL400750,P07711,23648286
"Tripeptide derivative, 6",P07711,10146902
CHEMBL341609,P07711,44366252
CHEMBL1272311,P07711,50898447
"arylaminoethyl amide, 5b",P07711,23648312
CHEMBL180839,P07711,44391459
CHEMBL61471,P07711,44302956
CHEMBL493018,P07711,44482496
CHEMBL606452,P07711,46232845
CHEMBL1269632,P07711,52944285
CHEMBL399063,P07711,11857300
"Tripeptide derivative, 4",P07711,9988478
"arylaminoethyl amide, 5m",P07711,23648323
CID10873760,P07711,10873760
CHEMBL381355,P07711,11155973
"Tripeptide derivative, 7",P07711,9987972
CHEMBL1289645,P07711,52942797
CHEMBL493039,P07711,44479637
"arylaminoethyl amide, 5u",P07711,23648331
CHEMBL274616,P07711,9899272
CHEMBL455912,P07711,25071954
CHEMBL194068,P07711,11502586
CHEMBL336748,P07711,44356379
CHEMBL64546,P07711,44303338
CHEMBL1272261,P07711,50898446
"dipeptidyl nitrile, 16e",P07711,23648426
CHEMBL30969,P07711,44279823
CHEMBL285585,P07711,44280152
CHEMBL436227,P07711,11113842
CHEMBL347459,P07711,9809035
CHEMBL87150,P07711,44321883
CHEMBL140794,P07711,10892596
CHEMBL313182,P07711,44321598
CHEMBL456135,P07711,11598043
CHEMBL400972,P07711,23648292
CHEMBL171998,P07711,44382239
CHEMBL251327,P07711,11351327
CHEMBL569190,P07711,44481507
"dipeptidyl nitrile, 16d",P07711,23648425
CHEMBL335942,P07711,10566003
CHEMBL336115,P07711,44354015
CHEMBL172456,P07711,44382237
CHEMBL1289660,P07711,42635483
CHEMBL133508,P07711,44353974
CHEMBL602092,P07711,46232847
CHEMBL29483,P07711,44279437
CID 1362,P07711,10507714
CHEMBL230478,P07711,24901101
CHEMBL361499,P07711,11375956
CHEMBL1271493,P07711,52942034
CHEMBL602683,P07711,46233008
CHEMBL492619,P07711,44479385
"arylaminoethyl amide, 8m",P07711,23648356
"trifluoroethylamine inhibitor, 16",P07711,11857594
CHEMBL605998,P07711,46232809
"ketone analog, 3c",P07711,23648431
"ketone analog, 3m",P07711,23648440
"ketone analog, 3b",P07711,23648430
CHEMBL352168,P07711,10907387
CHEMBL523501,P07711,44568669
CHEMBL398910,P07711,44447661
CHEMBL390475,P07711,24901100
1mhw,P07711,447159
arylaminoethyl amide deriv. 16,P07711,23648392
CHEMBL149217,P07711,44366396
CID 10187189,P07711,10187190
L-873724,P07711,9913088
CHEMBL498511,P07711,44587366
CHEMBL116402,P07711,44343037
CHEMBL31947,P07711,44279051
CHEMBL478462,P07711,44579080
CHEMBL526107,P07711,25027584
"pyrrolidinone analogue, 26",P07711,10793962
CHEMBL335007,P07711,10663100
CHEMBL370318,P07711,9883178
CHEMBL514042,P07711,44579170
CHEMBL314777,P07711,44321884
CID 10187189,P07711,10165786
CHEMBL382038,P07711,23648306
CHEMBL524045,P07711,44568640
CHEMBL119219,P07711,44345292
CHEMBL602094,P07711,46232849
"dipeptidyl nitrile, 16b",P07711,23648423
[1-(4-FLUOROBENZYL)CYCLOBUTYL]METHYL (1S)-1-[OXO(1H-PYRAZOL-5-YLAMINO)ACETYL]PENTYLCARBAMATE,P07711,5288259
CHEMBL478013,P07711,44579123
CID11132919,P07711,11132919
CHEMBL377285,P07711,23648309
CHEMBL380425,P07711,10127183
CHEMBL8563,P07711,10515827
CHEMBL182956,P07711,10047261
CHEMBL493038,P07711,44479122
CHEMBL515025,P07711,44579121
"arylaminoethyl amide, 3e",P07711,23648348
CHEMBL1269659,P07711,52946687
CHEMBL492633,P07711,44568639
CHEMBL1289764,P07711,52945985
CHEMBL150808,P07711,44366471
"arylaminoethyl amide, 7",P07711,23648333
CHEMBL50878,P07711,9902742
CHEMBL570364,P07711,44480471
CHEMBL478012,P07711,44579122
CHEMBL436014,P07711,44366253
CHEMBL196896,P07711,10025017
CHEMBL600608,P07711,46232971
CHEMBL1288525,P07711,42634411
CHEMBL513921,P07711,44579079
CHEMBL400387,P07711,23648277
Azetidine-1-carbonitrile,P07711,9812750
CHEMBL365564,P07711,44398353
CHEMBL1288528,P07711,42634754
"arylaminoethyl amide, 7b",P07711,23648359
arylaminoethyl amide deriv. 27,P07711,23648400
CHEMBL478011,P07711,44579120
CHEMBL8517,P07711,10313520
CHEMBL252383,P07711,44447659
CHEMBL249495,P07711,11283555
CHEMBL249698,P07711,23648278
CHEMBL365007,P07711,44393795
CHEMBL1288529,P07711,52941414
CHEMBL196240,P07711,44402158
CHEMBL476130,P07711,44579171
CHEMBL584314,P07711,44480975
CID 10238903,P07711,10238903
CHEMBL399733,P07711,44447663
CHEMBL98540,P07711,10252643
CHEMBL1289644,P07711,52948860
CHEMBL455913,P07711,44587898
CHEMBL497237,P07711,44480728
N-(cyanomethyl)-4-methyl-2-(3-phenylphenyl)pentanamide,P07711,9815041
PTPase CD45 Inhibitor,P07711,9926586
CHEMBL491937,P07711,44566009
CHEMBL456134,P07711,44587938
"arylaminoethyl amide, 3f",P07711,23648349
CHEMBL292513,P07711,11703830
CHEMBL601643,P07711,46232966
CHEMBL437694,P07711,10173731
CHEMBL51128,P07711,44294490
"arylaminoethyl amide, 3d",P07711,23648347
CHEMBL204605,P07711,11545899
CHEMBL100702,P07711,44332540
CHEMBL134083,P07711,10436731
CHEMBL131732,P07711,44353976
CHEBI:606383,P07711,44584802
CHEMBL189730,P07711,11203679
CHEMBL203944,P07711,23648302
CID 11157631,P07711,11157631
CHEMBL294260,P07711,44303345
CHEMBL58179,P07711,44302975
CHEMBL497435,P07711,44481505
"Benz(h)quinoline-5,6-dione",P07711,163098
"2-aminophenanthrene-9,10-dione",P07711,254021
CHEMBL605368,P07711,46232969
CHEMBL523166,P07711,44479381
"arylaminoethyl amide, 11",P07711,23648336
CHEMBL492617,P07711,44218399
CHEMBL1290191,P07711,42634578
CHEMBL205709,P07711,11341599
CHEMBL8577,P07711,9855884
"Tripeptide derivative, 3",P07711,10260006
"dipeptidyl nitrile, 16h",P07711,23648428
CHEMBL195963,P07711,44402055
CHEMBL252179,P07711,15985697
